Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
315760,3846,1869,953,953,"14,22","164,1","97,93","97,93","98,56","164,1","0,82",1869,198,"1,05","392,8","7,16","76692,97","99,95","59,98",100,"73,34","39,64","4,24","15,23","145,93","84,15","6,09","60,36","2,18","115,87","37,04","62,85","4,9","16,1","31,96","54,24","23,39","1,74","13,9",100,"2,68","2,68","40,02","12,59","191,8","59,98","48,6","1,21","0,71",0,"249,69","191,77","80,57","220,05"
521270,8882,6071,2348,2327,"37,1","398,73","245,97","247,84","246,33","398,73","3,43",6071,"141,97","1,01","391,67","5,52","80108,96","99,53","62,22",100,"112,71","37,69","7,05","14,45","117,22","97,81","4,9","62,31","-4,79","78,77","31,35","36,83",0,"25,02","39,8","46,76","8,69","0,1","31,77","99,25","2,58","2,58","37,3","10,89","173,8","62,7","68,35","0,36","0,74","4,53","122,62",192,"129,4","329,78"
312738,3966,2950,1768,1768,"38,78","295,22","168,09","168,09","168,73","295,22","1,48",2950,200,"1,01","395,22","5,62","79990,56",100,"57,22",100,"100,02","42,56","4,84","22,03","156,59","91,67","4,4","57,44","4,77","78,38","37,98","40,87","4,85","11,62","48,46","52,14","19,39","3,52","14,82",100,"2,56","2,56","42,78","8,89","195,93","57,22","74,38","0,68","0,72",0,"20,62","192,55","109,19","362,89"
311080,3721,2546,1076,1076,"13,53","151,34","110,37","110,42","110,37","145,09","0,76",2546,128,"1,09","463,4","7,54","107050,16","99,77","73,3","95,87","65,7","26,7","3,2","12,62","119,22","91,98","6,43","73,3","6,13","129,72","48,93","62,69","5,48","39,63","37,72","48,33","13,46","2,2","30,55","99,95","2,34","2,34","26,67","8,17","103,07","73,33","68,42","0,85","0,75",0,"51,75","193,47","68,15","333,3"
315170,16791,8819,4015,4015,"46,71","651,67","512,59","512,62","513,43","651,67","3,26",8819,59,"1,08","429,35","3,96","82470,4",100,"79,05",100,"135,9","20,82","10,97","11,76","159,8","90,31","2,74","79,18","4,29","50,97","29,86","32,76","4,01","5,74","58,58","64,28","3,05","1,58","11,26","99,99","2,52","2,52","20,94","7,96","93,69","79,06","52,52","0,09","0,73",0,"111,51","194,05","160,52","361,9"
313535,8134,2505,1506,1506,"34,77","184,17","130,7","130,72","131,13","167,8","0,92",2505,114,"1,05","509,33","5,93","97309,64",100,"71,32","91,11","76,46","28,44","3,26","22,4","147,32","83,78","4,66","71,56","0,84","102,81","49,1","53,44","6,79","26,43","47,76","51,97","13,88","0,41","25,71","99,98","2,05","2,05","28,67","4,4","98,44","71,33","30,8","0,62","0,74",0,"158,76","194,9","87,36","447,81"
311590,3154,1932,1210,1210,"16,3","159,42","99,64","99,64","99,87","159,42","0,8",1932,209,"1,03",1228,"5,46","104384,7",100,"62,82",100,"96,64","37,04","1,22","13,64","142,03","89,86","3,81","62,96","5,44","72,21","19,79","24,07","6,19","13,35","27,41","33,33","37,61","0,54","18,48",100,"0,84","0,84","37,18","9,91","135,22","62,82","61,26","1,31","0,69",0,"81,15","195,04","115,89","982,55"
312620,9562,5576,2268,2268,"37,13","293,62","224,25","224,25","225,61","293,62","1,47",5576,194,"1,02","417,91","6,59","101043,37",100,"76,76",100,"71,33","22,78","6,28","16,26","111,3","92,18","4,4","77,22","9,78","93,49","52,37","59,82","5,59","12,28","56,01","63,98",14,"2,34","13,14",100,"2,43","2,43","23,24","5,06","82,26","76,76","58,31","0,66","0,72",0,"113,95","196,1","87,18","359,96"
500780,6529,4906,2060,2056,"87,66","518,8","288,81","289,42","291,27","518,8","0,09",4906,"200,62","1,07","545,62","5,82","126871,94","99,83","55,68",100,"91,6","43,85","6,89","35,46","161,81","98,99","4,64","56,15","-3,65","87,08","32,71","56,34","2,26","9,35","37,56","64,7","14,45","0,59","10,74","99,79","1,96","1,96","44,2","7,21","308,31","55,8","75,14","0,39","0,97",0,"126,47","196,26","130,76","295,74"
313560,7531,4467,2475,2475,"29,86","388,16","246,45","246,45","247,68","388,16","1,94",4467,265,"1,04","506,5","5,92","106701,19",100,"63,81",100,"78,1","35,87","6,87","12,23","152,21","86,27","4,87","64,13","2,72","105,35","46,6","64,04","5,7","11,52","44,24","60,79","15,28","5,99","10,93",100,"2,05","2,05","36,19","12,86","157,26","63,81","59,31","0,68","0,7",0,"121,51","196,92","84,15","354,38"
311900,3538,2504,1223,1223,"14,47","154,75","131,51","131,51","132,1","154,75","0,77",2504,144,"1,08","264,1","5,82","72136,29",100,"85,41",100,"83,45","14,21","5,4","11,87","143,01","88,17","4,86","85,79","5,4","100,02","56,17","60,66","5,32","13,02","56,16","60,65","15,89","2,15","13,02",100,"4,1","4,1","14,59","4,25","50,5","85,41","70,77","0,93","0,71",0,"142,54","197,04","86,91","225,74"
314410,20569,15547,7643,7643,"92,31","1255,82","971,9","971,9","972,76","1255,82","6,28",15547,850,"1,1","538,84","3,93","97857,65","99,99","77,78",100,"133,57","22,15","17,13","12,14","170,9","98,18","2,97","77,85","4,78","56,55","29,68","32,8","4,22","5,06","52,49","57,99","15,76","1,76","8,95",100,"2,04","2,04","22,22","8,24","100,09","77,78","75,58","0,68","0,54",0,"51,77","197,04","144,67","443,73"
500797,3588,2477,1221,1221,"24,87","208,77","170,36","170,42","205,89","208,77","0,09",2477,"100,17","1,03","311,75","4,54","102930,19",100,"81,64",100,"112,49","1,34","5,24","17,13","188,61","98,96","3,74","98,66","0,85","73,22","39,14","51,28",0,"7,44","53,46","70,04","9,35","0,67","10,16","99,96","3,29","3,29","18,33","4,33","86,24","81,67","69,04","0,48","0,72","6,94",100,"197,36","130,76","231,94"
315090,5472,1859,1545,1545,"36,68","267,68","171,5","171,51","172,19","267,68","1,34",1859,5,"1,04","396,75","4,59","96804,76",100,"64,39",100,"115,54","35,35","4,27","23,94","221,02",100,"3,43","64,65","0,07","64,77","42,43","45,26","4,51","7,06","65,51","69,88","0,82","4,98","10,9","99,99","2,61","2,61","35,6","7,08","169,59","64,4","33,97","0,02","0,97",0,"51,26","198,55","135,99","359,04"
260580,15457,6600,2164,2083,"28,54","196,27","155,69","164,56","231,27","161,29","3,56",3665,"99,87",1,2154,"2,09","110539,71","96,44","80,79","82,18","150,61","-20,01","2,11","11,89","68,88",100,"1,81","120,01","24,46","57,52","15,18","32,04","48,95","15,54","26,39","55,71","0,31",0,"27,01","94,61","0,47","0,47","14,61","2,73","35,94","85,39","42,7","0,51","0,01","7,26","103,33","199,15","74,97","1016,44"
420490,8250,5113,1695,1692,"17,68","478,35","185,42","277,85","262,11","430,12","4,45",4106,"582,81","1,12","207,28","7,09","90538,02","99,25","43,22","79,45","74,67","49,08","10,28","9,51","104,38",100,"6,03","50,92","0,43","113,99","58,72","67,07","15,99","9,71","51,52","58,84","21,68","2,59","8,52","96,52","5,38","5,38","46,02","36,7","388,08","53,98","61,98","1,12","0,59",0,111,"200,78","75,17","162,7"
316590,4156,1638,913,913,"13,37","102,02","77,19","77,19","77,54","102,02","0,51",1638,130,"1,05","942,5","6,93","158590,15",100,"76,04",100,"68,46","23,61","1,33","14,85","128,29",100,"5,72","76,39","7,85","120,5","43,1","57,18","6,57","30,58","35,76","47,46","20,91","0,28","25,38",100,"1,11","1,11","23,96","4,98","73,99","76,04","39,41","1,27","0,71",0,"147,84","202,22","69,56","678,65"
260530,31825,19169,5342,5075,"50,65","774,32","426,06","458,08","684,53","764,35","8,53",16400,"2131,51","1,02","5424,5","2,09","110539,71","96,05","55,64","98,71","155,7","10,61","4,97","8,75","65,58",100,"1,75","89,39","15,49","53,97","4,97","24,73","23,85","18,6","9,22","45,81","1,97",0,"34,46","93,01","0,19","0,19","40,18","16,83","158,26","59,82","60,23","2,75","0,01","10,05","106,25","202,56","112,65","1071,62"
315350,8317,3909,2083,2083,"19,39","312,25","226,49","226,49","227,82","312,25","1,56",3909,126,"1,07","553,62","4,76","114382,6",100,"72,9",100,"110,98","26,67","4,38","9,36","159,07","90,93","3,67","73,33","3,59","69,46","37,98","41,58","4,75","10,78","54,68","59,86","10,49","1,64","15,52",100,"1,93","1,93","27,1","11,9","111,36","72,9",47,"0,4","0,7",0,"67,81","202,93","123,39","473,05"
420210,29168,29168,17650,17644,"222,63","3699,49","2034,91","2322,59","3140,96","3674,45","40,3",27779,"1362,02","1,19","539,57","4,4","125106,93","99,12","56,79","99,31","124,21","14,16","50,21","11,89","213,62",100,"3,37","85,84","1,33","61,58","27,66","36,55","17,97","4,73","44,92","59,35","7,14","9,6","7,68","90,57","2,2","2,2","36,53","16,76","212,27","63,47",100,"0,37","0,55",0,"82,43","203,43","120,81","343,62"
240660,8245,8245,2444,2415,"19,46","345,6","255,72","259,22","352,35","345,6",0,5456,"615,45","1,01","609,25","3,79","133494,95","98,8","73,99",100,"114,36","-1,95","4,97","6,29","86,42",100,"3,37","101,95","-0,08","77,69","34,95","43,39","2,19","3,83","44,99","55,85","24,82","1,01","4,93","98,65","1,66","1,66","24,99","12,16","98,12","75,01",100,"1,78","0,48","8,33",60,"204,97","122,35","485,69"
316770,5553,3078,1573,1572,"12,89","233,04","155,59","155,61","155,6","233,04","1,17",3078,134,"1,03","322,6","5,83","76934,77","99,97","67,1",100,"84,11","32,89","5,88","8,23","138,42","78,26","4,74","67,11","1,34","96,64","50,39","59,21","5,47","13,63","52,14","61,27","13,06","2,73","14,1","99,99","3,19","3,19","32,89","16,21","133,42","67,11","55,43","0,58","0,72",0,"120,47","205,98","94,21","266,53"
315020,4140,3029,1221,1221,"11,87","177,58","134,7","134,7","134,71","177,58","0,89",3029,19,"1,07","435,67","4,68","78542,07",100,"76,24",100,"102,54","23,76","3,3","9,72","121,4","93,52","3,69","76,24",4,"76,78","36,42","40,01","5,2","24,36","47,44","52,11","2,4","1,88","31,73",100,"2,46","2,46","23,76","9,69","94,22","76,24","73,16","0,11","0,63",0,"78,75","206,54","111,83","370,49"
521100,4997,4460,2794,2675,"41,34","431,17","288,13","290,05","297,05","431,17","3,71",3531,"62,2","1,01","466,08","22,4","178158,3","95,89","67,41",100,"28,4","30,51","6,62","14,06","162,57",100,"6,47","69,49","0,53","101,75","56,56","62,37","106,71","26,34","55,59","61,29","2,41","0,58","25,89","99,34","2,17","2,17","32,15","9,11","136,3","67,85","89,25","0,14","0,74",0,"115,35","206,62","47,92","417,48"
312530,3241,2131,1052,1052,"8,54","141,01","113,72","113,72","114,57","141,01","0,71",2131,110,"1,03","544,75","4,15","76544,42",100,"81,05",100,"121,99","18,34","2,26","8,1","145,05","95,18","3,14","81,66","1,23","62,16","26,42","29,83","4,87","9,72","42,5","47,99","22,38","0,2","15,63",100,"1,9","1,9","18,95","8,53","69,09","81,05","65,75","0,78","0,73",0,"86,6","206,81","138,28","466,74"
310370,8439,3137,1470,1470,"21,31","177,6","138,05","138,05","138,34","177,6","0,89",3137,152,"1,04","506,33","5,13","86188,7",100,"78,12",100,"88,88","21,71","3,25","14,58","120,84","99,65","3,92","78,29","5,14","86,05","41,02","44,47","6,23","14,69","47,67","51,68","19,51","2,43","17,08",100,"2,06","2,06","21,88","4,98","72,57","78,12","37,17","0,86","0,7",0,"102,82","207,66","98,18","448,72"
500124,12149,6285,2130,2130,"39,67","540,69","298,96","304,9","362,29","540,69","6,03",6285,"295,85","1,01","477,22","4,92","159178,08",100,"55,92",100,"108,78","32,24","6,33","15,25","133,93","98,99","4,08","67,76","-0,35","76,17","36,95","51,94","0,9","6,16","48,51","68,18","13,86","0,33","8,09","98,05","2,11","2,11","42,97","16,13","294,77","57,03","51,73","0,55","0,69",0,"116,17","207,99","127,42","337,61"
314465,10295,2751,1955,1954,"72,95","319,71","173,83","173,87",174,"319,71","1,6",2751,458,"1,06","672,5","5,72","97336,33","99,97","54,64",100,"94,28","45,3","3,44","38,18","173,41",100,"4,41","54,7","-1,82","81,78","31,09","35,7","5,52","13,14","38,02","43,65","30,76",0,"16,07","99,98","1,57","1,57","45,34","5,43","207,39","54,66","26,72","1,43","0,52","0,17","74,21","210,25","111,42","553,28"
500568,18366,16291,6005,6005,"91,55","1338,32","951,9","959,99","1099,65","1338,32","8,13",16291,"1173,63","1,08","581,77","4,18","131314,88",100,"71,56",100,"124,67","17,33","16,12","13,49","161,93",99,"3,36","82,67","0,74","64,45","25,19","36,92","0,76","4,92","39,09","57,29","22,86","0,59","7,63","99,16","1,85","1,85","27,83","11,11","170,68","72,17","88,7","0,88","0,72",0,"120,61","211,25","147,65","368,63"
310770,6083,2757,1376,1376,"22,98","201,09","153,46","153,46","153,86","201,09","1,01",2757,190,"1,06",412,"4,55","70850,77",100,"76,7",100,"114,15","23,1","3,82","16,64","153,87","98,92","3,46","76,9","3,82","66,58",31,"33,82","4,93","5,16","46,56","50,79","26,16","2,85","7,75",100,"2,57","2,57","23,3","5,63","93,71","76,7","45,32","0,94","0,73",0,"112,54","212,12","127,44",357
316380,6938,3709,1645,1645,"14,07","239,45","170,39","170,39","170,62","239,45","1,2",3709,219,"1,06",576,"4,25","82345,9",100,"71,52",100,"107,06","28,39","3,29","8,61","125,61","96,46","3,23","71,61","0,85","71,06","31,84","34,91","5,75","9,9","44,8","49,12","24,49","0,57","13,93",100,"1,84","1,84","28,48","13,21","113,75","71,52","53,46","0,91","0,62",0,"186,19","212,63","122,08","496,93"
316280,15774,10252,5368,5368,"46,37","677,62","536,54","536,56","537,33","677,62","3,39",10252,509,"1,06","531,67","5,31","89810,6","99,99","79,58",100,"96,3","20,3","12,23","8,77","143,36",100,"4,11","79,7","5,43","80,51","34,35","40,03","5,27","16,53","42,67","49,72","16,65","3,03","20,53",100,"1,99","1,99","20,42","8,13","71,31","79,58","64,99","0,75","0,72",0,"122,84","214,03","105,45","432,3"
241010,15413,13087,3228,3035,"89,63","1347,68","333,33","358,75","496,84","165,33",0,8039,"627,68","1,01",515,"3,85","125181,88","93,82","24,73","12,27","108,72","63,13","7,26","18,58","69,27","98,1","3,59","36,87","4,55","85,83","39,17","43,73","2,19","5,41","45,63","50,95","28,56","2,1","6,3","92,91","1,96","1,96","73,38","31,83","817,07","26,62","84,91","0,47","0,81","4,55","73,33",216,"108,84","456,95"
241270,5971,4652,1340,1263,"24,25","269,89","125,94","131,6","181,97","105,59",0,3346,"401,58",1,856,"3,87","183962,84","95,6","46,66","39,12","119,65","32,58","1,57","11,33","76,71",100,"3,5","67,42","10,65","75,5","32,74","34,3","2,2","11,58","43,36","45,43","23,74","1,34","15,34","95,7","1,17","1,17","51,24","20,68","295,08","48,76","77,91","1,49","0,38","9,09","122,22",216,"117,14","816,88"
241110,3600,3165,897,851,"25,55","154,11","89,16","95,8","131,52","89,02",0,530,"634,94",1,"341,8","3,52","81717,93","93,78","57,85","57,76","121,97","14,66","2,5","15,16","82,86","30,49","3,1","85,34","5,07","72,2","36,17","36,17","2,2","3,2","50,1","50,1","29,48","1,49","4,43","93,07","2,94","2,94","37,84","9,24","187,61","62,16","87,92","4,12","0,19","1,75","237,5",216,"124,27","340,6"
240950,3237,3237,970,957,"10,74","341,7","98,77","100,68","131,47","218,61",0,1067,"449,51",1,"538,67","7,02","147033,21","98,01","28,91","63,98","60,24","61,52","1,5","7,58","88,15",100,"5,39","38,48","4,64","127,55","39,69","39,69","2,27","5,33","31,12","31,12","55,46","1,15","4,18","98,1","1,86","1,86","70,54","85,53","819,27","29,46",100,"1,32","0,87","1,85",225,216,"89,65","537,33"
240630,7544,4689,1357,1301,"39,87","180,09","133,93","140,4","197,15","180,09",0,2415,"419,78",1,"907,67","3,45","173340,34","96,2","74,37",100,"129,58","-9,47","1,57","17,77","70,31",100,3,"109,47","13,3","67,17","29,49","30,79","2,17","3,67","43,9","45,84","32,14","1,1","5,46","95,39","1,11","1,11","22,04","3,36","80,16","77,96","62,16","2,33","0,45","11,43","97,22",216,"122,62","866,1"
241445,3237,3237,808,808,"9,41","74,68","73,06","73,06","109,59","74,68",0,2112,"566,35","1,15","133,36","6,86","79356,3",100,"97,83",100,"63,52","-46,75",7,"9,36","61,64",100,"7,02","146,75","-23,14","161,12","116,33","116,33","2,32","2,96","72,2","72,2","18,02","1,51","1,83",100,"8,64","8,64","2,17","0,46","5,48","97,83",100,"7,58","0,24","25,58","59,72",216,"81,58","115,79"
521340,1529,1070,668,663,"13,31","92,77","68,7","69,15","69,11","89,57","0,79",983,"74,42","1,06","175,5","10,31","91999,42","99,62","74,69","96,55","65,77","24,86","4,27","19,21","188,04",100,"9,45","75,14","0,78","139,3","78,51","83,85",0,"33,34","56,36","60,19","8,21","0,48","23,94","99,35","6,02","6,02","24,82","4,7","94,13","75,18","69,98","0,8","0,72","2,58","93,64","216,21","70,43","155,55"
312630,4412,2915,1251,1251,"17,13","182,99","136,09","136,1","137,25","182,99","0,91",2915,155,"1,07","335,12","5,42","83304,41","99,96","74,74",100,"95,35","24,62","4,27","13,64","127,89","91,78","4,49","75,38","5,5","86,85","46,99","50,12","4,88","9,76","54,1","57,7","17,73","3,78","11,24","99,99","3,2","3,2","25,25","7,38","100,7","74,75","66,07","0,85","0,7",0,"108,1","216,78","97,72","293,22"
313300,15579,10565,4918,4918,"62,44","978,5","653,52","653,53","654,83","916,4","4,89",10565,157,"1,05","511,65","3,66","101325,95",100,"67,12","93,65","154,66","32,74","11,11","12,86","169,47","98,79","2,79","67,26","1,36","49,36","27,34","30,36","3,57","4,68","55,38","61,51","5,69","5,24","9,49",100,"2,06","2,06","32,88","14,04","180,61","67,12","67,82","0,16","0,66",0,"101,06","217,13","172,25","437,14"
312240,6011,4456,2060,2060,"29,51","306,2","235,25","235,26","236,46","306,2","1,53",4456,367,"1,06","722,67","4,19","84803,52",100,"77,21",100,"112,46","22,39","3,49","14,38","144,81","91,71","3,12","77,61","5,46","66,12","22,84","26,59","5,01","9,52","34,54","40,21","33,04","0,46","14,4",100,"1,47","1,47","22,78","6,47","92,97","77,22","74,13","1,2","0,66",0,"78,35","219,34","123,95","585,55"
316810,4773,2855,1096,1096,"15,22","248,22","167,25","167,25","167,32","248,22","1,24",2855,130,"1,03","557,75","3,29","79018,96",100,"67,72",100,"174,86","32,25","2,46","14,01","160,61","89,64","2,43","67,75","4,32","42,23","16,41","20,2","3,04","1,48","38,86","47,84","24,8","3,82","3,51",100,"1,84","1,84","32,28","14,35","201,05","67,72","59,82","0,52","0,78",0,"12,15","220,44","191,26","441,34"
421720,40482,33209,9662,9660,"182,36","2960,7","1388,02","1511,28","1895,79","2616,89","0,59",33209,"4310,07","1,35","355,01","6,95","122465,75","99,88","47,55","88,23","79,34","35,96","45,21","15,23","122,53","92,88","5,72","64,04","0,81","103,77","42,75","52,95","18,26","12,93","41,19","51,03","25,76","2,07","12,46","94,4","3,81","3,81","48,95","21,89","414,23","51,05","82,03","1,46","0,65",0,"104,91","220,9","79,48","211,93"
311200,14886,10348,4980,4980,"76,77","653,27","552,52","552,52","553,42","602,41","3,27",10348,563,"1,07","505,33","4,61","102553,18",100,85,"92,21","112,18","14,86","11,39","15,53","146,8","99,41","3,6","85,14","4,42","69,72","37,65","40,83","4,79","7,08",54,"58,57","17,35","1,77","10,16",100,"2,13","2,13",15,"3,48","54,1",85,"69,51","0,86","0,61",0,"113,38","227,2","120,53","433,53"
313660,5725,2960,1712,1712,"33,81","247,06","173,69","173,69","176,56","247,06","1,24",2960,274,"1,04","255,21","8,72","96314,36",100,"70,66",100,"58,95","28,18","7,31","19,71","160,87",100,"6,31","71,82","4,96","122,76","74,27","77,52","5,34","13,45","60,5","63,15","18,81","2,21","10,96",100,"4,09","4,09","29,34","5,86","115,53","70,66","51,7","1,11","0,76",0,80,"227,39","72,82","234,11"
261200,9932,9932,2989,2871,"23,17","388,67","188,95","198,74","324,71","388,67","2,77",5571,"781,62","1,25","147,76","9,43","68539,71","96,73","48,96",100,"44,46","15,86","26,31","7,47","54,35",100,"8,93","84,14","-56,45","213,12","125,89","132,52","10,59","1,6","59,07","62,18","32,4",0,"0,75","95,07","8,48","8,48","48,5","22,31","173,97","51,5",100,"2,01","1,2","16,67",125,"229,56","75,36","112,01"
311710,10292,6163,3266,3266,"42,21","477,29","367,79","367,8","368,87","477,29","2,39",6163,404,"1,08","387,33","4,62","80515,52",100,"77,45",100,"108,63","22,33","9,71","13,03","164,26","94,86","3,71","77,67","2,65","73,88","39,15","42,22","4,88","7,8","52,99","57,15","17,64","2,44","10,55",100,"2,78","2,78","22,55","6,95","90,61","77,45","59,88","0,85","0,6",0,"104,81","231,6","116,68","333,66"
421225,8823,7286,2345,2345,"24,68","450,6","271,01","285,05","382,8","450,6",0,7286,"182,46","1,1","278,22","6,28","112272,93","98,21","60,14",100,"86,5","15,05","10,94","10,83","110,87","93,18","5,13","84,95","0,44","94,41","48,62","59,12","17,11","10,91","51,5","62,63","6,19","8,41","11,55","95,07","3,97","3,97","36,74","18,38","199,94","63,26","82,58","0,4","0,67","3,55","205,78","234,01","87,99","207,28"
317140,3608,1792,970,970,"10,16","150,08","91,2","91,2","91,27","143,59","0,75",1792,101,"1,02","984,5","4,32","117363,37",100,"61,07","95,68","115,39","38,88","1,12","10,4","139,04",100,"3,24","61,12","2,92","64,94","25,8","28,8","5,58","11,01","39,73","44,35","25,42","0,49","16,96",100,"1,04","1,04","38,93","15,93","165,64","61,07","49,67","0,67","0,74",0,"58,15","237,6","128,88","861,32"
317103,9355,4735,1814,1814,"30,16","271,23","190,75","190,76","191,24","192,44","1,36",4735,220,"1,03","376,4","5,87","101448,84","99,86","70,68","70,95","78,44","29,14","5,35","16,46","109,27","88,7","4,77","70,86",2,"103,63","57,58","61,58","5,47","11,75","55,56","59,42","17,67","3,8","11,34","99,99","2,73","2,73","29,31","7,19","118,28","70,69","50,61","0,81","0,73",0,"110,58",239,"87,53","342,69"
314640,4486,3312,1842,1842,"24,74","227,52","191,68","191,68","192,16","190,62","1,14",3312,167,"1,05","479,25","4,8","94404,17",100,"84,67","83,78","104,86","15,12","4,68","13,42","158,44","95,04","3,77","84,88","2,66","74,85","39,04","45,67","5,13","7,52","52,15","61,01","17,16","0,52","10,04",100,"2,18","2,18","15,33","3,87","51,91","84,67","73,83","0,73","0,74",0,"79,79",239,"113,71","391,4"
312760,11825,8330,3733,3733,"36,42","518,01","378,71","378,71","379,5","469,73","2,59",8330,173,"1,04","382,2","5,33","94044,04",100,"73,48","90,68","91,32","26,37","10,93","9,9","124,51",100,"4,33","73,63","4,92","88,97","50,89","55,6","5,4","14,47","57,21","62,5","7,77","3,68","16,26",100,"2,72","2,72","26,52","10,28","101,82","73,48","70,44","0,33","0,74",0,"114,25",239,"96,06","336,7"
316460,6775,3686,2247,2247,"35,62","334,36","254,6","254,6","257,54","303,86","1,67",3686,435,"1,08","525,44","4,85","96833,07",100,"76,53","90,88","108,63","22,59","4,87","16,21","189,24","97,26","3,92","77,41","7,06","74,46","32,15","34,77","4,49","7,68","43,17","46,69","31,84","0,2","10,31",100,"2,05","2,05","23,47","6,01","97,34","76,53","54,41","1,3","0,74",0,"152,99",239,"111,92","451,6"
311670,7556,4858,2121,2121,"17,86","295,89","181,85","181,87","181,81","285,45","1,48",4858,237,"1,06","434,1","6,09","92745,56",100,"61,77","96,47","81,61","38,25","5,37","8,73","104,51","87,96","4,93","61,75","-1,61","99,18","51,29","55,1","6,08","13,55","51,71","55,55","18,37","3,96","13,66","99,99","2,44","2,44","38,23","17,26","150,77","61,77","64,29","0,8","0,69",0,"34,61",239,"93,62","380,75"
310240,3606,1052,561,561,"8,43","82,34",59,59,"59,05",82,"0,34",1052,156,"1,07",596,"6,92","112802,52",100,"71,95","99,59","74,92","27,99","1,25","15,13","155,13","71,32","5,66","72,01","4,04","109,19","36,83","45,93","5,03","19,84","33,73","42,06","32,5","0,7","18,17",100,"1,8","1,8","28,05","7,47","113,13","71,95","29,17","1,89","0,7",0,"154,85",239,"85,9","446,69"
312790,1388,1052,599,599,"10,06","92,21","73,31","73,31","73,77","92,02","0,46",1052,101,"1,01","609,5","4,83","100917,26",100,"79,9","99,79","103,01","19,6","1,11","16,68","188,86","88,7","3,16","80,4","3,76","63,59","27,5","30,53","4,3","6,37","43,25","48,01","30,45","0,54","10,02",100,"1,66","1,66","20,1","5,02","83,78","79,9","75,79","1,1","0,7",0,"60,21",239,"131,52","543,14"
310210,11000,4409,2317,2317,"23,22","302,74","229,59","229,59","231,26","302,39","1,51",4409,354,"1,09","502,7","5,38","98940,82",100,"76,22","99,88","96,66","23,23","5,41","10,06","142,99","96,12","4,18","76,77","3,04","80,31","41,11","44,47","5,41","11,29","51,18","55,37","19,01","1,49","14,06",100,"2,17","2,17","23,78","8,45","85,04","76,22","40,08","1,17","0,52",0,"102,51",239,"107,49","426,67"
310570,5131,1932,1219,1219,"11,82","181,66","142,52","142,52","143,06","181,66","0,91",1932,207,"1,04","416,67","5,81","105908,04",100,"78,85",100,94,"20,85","3,33","9,88","199,78",100,"4,41","79,15","5,05","80,72","40,66","45,12","4,27","7,87","50,37","55,89","23,72","1,39","9,75",100,"2,51","2,51","21,15","8,86","87,54","78,85","37,65","1,14","0,72",0,"72,34",239,"106,79","359,48"
310640,7715,3327,2022,2022,"35,55","304,88","245,29","245,29","231,98","304,88","1,52",3327,77,"1,1","370,33","5,53","89797,31",100,"80,86",100,"98,14","23,53","6,64","17,58","201,36","98,64","4,01","76,47","4,12","73,94","42,79","47,33","4,69","11,26","57,86","64,01","6,1","3,53","15,23",100,"2,97","2,97","19,14","4,48","78,68","80,86","43,12","0,25","0,74",0,"101,22",239,"115,59","304,66"
