Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
311170,4563,1833,880,880,"6,2","110,52","84,31","84,31","84,51","110,52","0,55",1833,196,"1,03","899,5","5,51","130887,13",100,"76,67",100,"86,78","23,15","1,11","7,09","125,81",100,"4,43","76,85","2,01","92,71","32,41","36,13","5,76","14,19","34,96","38,97","37,34","0,38","15,31",100,"1,14","1,14","23,33","11,34","80,39","76,67","40,17","1,77","0,71",0,"187,01",239,"95,57","784,4"
311220,4653,1989,1150,1150,"9,45","140,56","112,25","112,25","112,45","140,56","0,7",1989,155,"1,09","498,2","5,47","76956,32",100,"80,26",100,"89,41","19,6","2,87","8,27","154,35","95,35","4,2","80,4","3,49","85,9",35,"40,15","5,85","17,87","40,74","46,74","23,48","0,2","20,8",100,"2,19","2,19","19,74",8,"66,18","80,26","42,75","1,1","0,72",0,"79,79",239,"100,06","398,54"
311630,6787,3124,1542,1542,"15,52","206,88","138,23","138,25","138,68","206,88","1,03",3124,112,"1,07","408,62","5,94","82788,52",100,"67,15",100,"81,49","32,63","4,35","10,14","121,34",100,"4,55","67,37","3,11","94,1","49,36","53,71","6,32","17,22","52,46","57,08","13,23","2,72","18,31","99,99","2,61","2,61","32,84","11,93","120,97","67,16","46,03","0,54","0,75",0,"102,6",239,"92,93","351,8"
312040,5150,3880,1546,1546,"28,5",202,"177,42","177,42","178,95",202,"1,01",3880,223,"1,06","543,67","4,99","113553,8",100,"88,27",100,"97,84","10,97","3,64","16,97","125,09","90,76","4,08","89,03","2,41","83,53","38,95","47,31","4,81","7,6","46,64","56,64","22,16","1,65","9,1",100,"1,95","1,95","11,73","2,48","42,05","88,27","75,34","1,1","0,73",0,"255,88",239,"104,5","421,47"
312330,4259,1938,947,947,"9,98","134,73","90,19","90,19","90,18","134,73","0,67",1938,46,"1,01","464,75","5,25","105239,34",100,"67,28",100,"99,12","32,73","2,19","10,82","127,07",100,"4,12","67,27","10,37","79,11","44,84","49,14","5,4","9,69","56,68","62,12","9,41","1,78","12,25",100,"2,17","2,17","32,72","12,04","130,36","67,28","45,5","0,34","0,76",0,"82,79",239,"100,85","420,63"
312390,15298,10528,5412,5412,"56,36","807,54","586,74","586,75","590,16","807,54","4,04",10528,751,"1,04","397,82","5,71","89640,97","99,99","73,02",100,"86,2","26,55","16,14","10,44","152,67","99,23","4,29","73,45","2,59","87,25","43,21","49,81","4,97","8,98","49,53","57,09","21,59","2,62","10,29",100,"2,62","2,62","26,98","10,64","111,09","73,02","68,82","0,93","0,73",0,"66,26",239,"100,21","331,27"
313260,4355,3233,1345,1341,"13,11","302,18","114,16","120,68","114,18","302,18","1,51",3233,67,"1,09","407,29","5,49","70198,49","83,39","37,97",100,"121,44","62,02","3,93","10,34","102,2","94,34","4,32","37,98","19,36","64,75","32,26","36,2","5,02","12,8","49,82","55,9","9,37","1,42","19,77","94,6","2,67","2,67","59,86","36,42","376,57","40,14","74,24","0,22","0,69",0,"12,98",239,"110,39","333,45"
313650,10812,6596,2800,2800,"17,45","439,45","290,42","290,42","290,81","439,45","2,2",6596,307,"1,01","514,55","4,86","103689,95",100,"66,42",100,"101,29","33,49","6,06","6,25","120,26","87,23","3,92","66,51","1,62","79,51","39,8","43,85","5,09","9,01","50,06","55,15","19,26","3,82","11,33",100,"1,97","1,97","33,58","23,05",144,"66,42","61,01","0,7","0,71",0,"65,79",239,"110,24","461,02"
313850,5069,3669,2073,2073,"26,96","284,09","186,12","186,12","187,49","284,09","1,42",3669,235,"1,04","358,5","6,04","88830,25",100,"65,84",100,"83,13","33,67","6,55","13,05","138,45",100,"5,06","66,33","3,39","100,7","56,6","61,77","5,91","15,21","56,21","61,34","13,43","1,79","15,11",100,"2,91","2,91","34,16","9,82","128,25","65,84","72,38","0,83","0,54",0,"96,18",239,"86,86",315
314300,13166,8019,3983,3983,"47,96","578,69","468,48","468,48","469,67","578,69","2,89",8019,368,"1,08","608,86","4,03","96099,25",100,"81,36",100,"125,63","18,43","7,86","12,18","160,01","87,82","3,13","81,57","5,79","61,8","28,3","31,79","4,62","8,26","45,8","51,44","15,81","2,83","13,36",100,"1,78","1,78","18,64","6,13","74,66","81,36","60,91","0,64","0,63",0,"138,69",239,"131,97","500,83"
314655,6089,1564,840,840,"13,4","109,62","85,77","85,77","85,89","109,62","0,55",1564,61,"1,06",882,"5,27","175125,14",100,"78,64",100,"88,39","21,25","1,13","16,03","150,73","87,13","3,7","78,75","9,63","79,45","43,78","49,67","5,69","10,7","55,1","62,53","14,01","0,23","13,47",100,"1,2","1,2","21,36","4,76","76,36","78,64","25,69","0,56","0,73",0,"27,22",239,"99,42","736,74"
314920,3635,2630,1309,1309,"20,76","245,21","177,02","177,03","177,17","245,21","1,23",2630,173,"1,03",672,"3,61","111578,92",100,"72,56",100,"148,61","27,38","2,22","15,91","183,89","86,26","2,76","72,62","3,85","51,38","23,47","26,1","3,64","2,93","45,69","50,8","25,95","0,74","5,7","99,99","1,53","1,53","27,44","8,84","140,56","72,56","72,35","0,71","0,73",0,"104,33",239,"161,28","586,87"
315520,5474,1694,1040,1040,"10,96","127,75","90,47","90,47","90,79","127,75","0,64",1694,65,"1,05",542,"6,34",110228,"99,95","71,17",100,"82,79","28,57","2,23","10,58","146,62","78,17","4,64","71,43","6,26","88,45","46,29","51,54","5,88","15,64","52,33","58,28","12,04","3,55","17,68",100,"1,93","1,93","28,83","9,16","96,94","71,17","30,95","0,51","0,78",0,"34,35",239,"95,95","464,95"
315770,14003,11120,4974,4974,"46,43","905,67","684,65","684,67","684,71","905,67","4,53",11120,509,"1,04","719,5","3,32","104790,06",100,"75,98",100,"164,95","24,02","8,02","9,61","169,92","91,92","2,38","75,98","5,84","43,5","19,58","22,44","3,49","2,37","45,02","51,59","22,65","0,45","5,45",100,"1,45","1,45","24,02","12,77","122,75","75,98","79,41","0,56","0,73",0,"84,9",239,"182,34","602,31"
315900,4295,1621,1400,1400,"52,46","293,99","223,28","223,28","223,22","293,99","1,47",1621,275,"1,04","355,37","4,99","93330,99",100,"76,33",100,"130,27","23,69","4,28","38,26","380,31","66,63","3,41","76,31","0,34","52,46","25,72","27,52","2,52","2,77","49,03","52,45","22,83","5,11","5,28",100,"2,92","2,92","23,67","3,62","138,62","76,33","37,74","0,94","0,63",0,"115,11",239,"169,68","319,85"
316090,3738,3251,1845,1845,"29,87","299,4","206,7","206,71","207,65","299,4","1,5",3251,238,"1,02","375,9","5,13",87150,100,"69,39",100,"111,63","30,3","5,68","16,23","174,36","97,66","4,11","69,7","4,02","71,83","36,68","41,66","4,08","6,51","51,06","57,99","19,55","1,95","9,07",100,"2,72","2,72","30,61","8,39","136,15","69,39","86,97","0,79","0,7",0,"69,85",239,"118,56","323,13"
317000,12533,4211,1767,1767,"19,4","246,83","180,08","180,12","180,39","246,83","1,23",4211,232,"1,04","608,5","5,6","115213,21","99,97","73,32",100,"88,05","26,55","3,35","11,02","118,11","69,28","4,57","73,45","3,13","92,64","38,84","43,4","5,31",22,"41,92","46,84","20,16","0,4","23,75","99,98","1,7","1,7","26,66","9,25","101,93","73,34","33,6","0,94","0,72",0,"37,53",239,"95,02","525,01"
260610,30604,18708,5751,5278,"61,34","1067,15","520,02","576,12","806,05","624,02","28,83",16277,"630,36","1,01","1446,12","1,83","110539,7","93,83","50,08","58,48","234,26","22,37","4,67","9,91","84,74",100,"1,46","77,63","11,82","33,93","12,79","14,93","64,56","3,81","37,69","44,01","2,19","14,62","11,23","90,26","0,7","0,7","44,51","21,76","221,25","55,49","61,13","0,59","0,04",0,100,240,"92,04","1225,42"
260300,34221,29518,8405,7558,"157,79","2325,41","862,25","957,58","1217,53","1506,66","93,65",21945,"9539,38","1,02","603,93","5,55","110539,7","91,21","38,64","64,79","71,94","45,45","21,9","16,99","89,68",100,"5,02","54,55","16,86","125,79","31,84","49,8","8,15","6,21","25,31","39,59","47,68",0,"4,94","90,04","1,68","1,68","57,09","22,12","419,23","42,91","86,26","4,1","0,31",1,100,240,"65,99","380,29"
260280,58378,19480,5462,4866,"54,02","921,59","411,54","485,02","767,19","641,99","47,56",19480,"2410,51","1,01","643,12","2,54","65023,36","89,89","47,09","69,66","119,88","12,22","13,62","8,24","68,83","82,03","2,27","87,78","12,51","74,7","23,68","37,95","5,74","6,69","31,71","50,81","23,28","4,15","8,96","84,85","1,57","1,57","44,51","20,01","196,98","55,49","33,37","2,62","0,17",0,100,240,"112,67","397,2"
261540,45219,36798,10478,9592,"117,6","1526,16","767,2","902,01","1219,46","1374,17","13,01",36798,"1493,46","1,07","1493,6","1,72","58954,51","91,87","50,7","90,04","176,74","19,41","19,18","9,9","67,4","84,78","1,46","80,59","14,99","48,03","11,96","30,57","3,19","7,44","24,89","63,65","0,83",0,"15,48","85,05","0,72","0,72","40,39","14,27","160,48","59,61","81,38","0,98","0,01","1,08","100,36",240,"173,24","544,09"
261460,28534,27951,8764,8133,"88,81","1514,45","696,06","771,2","1196,08","1422,6","18,25",21345,"1947,53","1,01","4402,5","1,56","110539,7","93,34","46,52","93,94","233,31","20,06","7,12","9,36","76,22",100,"1,27","79,94","4,59","34,82","5,08","18,09","2,67","1,44","14,59","51,95","15,47","1,16","4,12","90,26","0,23","0,23","48,46","22,89","228,55","51,54","97,96","1,29","0,12",0,"109,97",240,"261,99","1220,92"
261410,35907,21310,6622,5265,"73,77","1623,8","491,02","656,74","958,65","1539,55","64,99",19721,"4259,51","1,02","324,22","5,72","53670,95","80,54","31,5","94,81","50,59","38,5","31,12","9,31","85,56",100,"5,43","61,5","28,56","187,76","39,67","60,23","1,65","11,1","21,13","32,08","54,84","1,53","5,91","74,77","3,13","3,13","57,87","33,93","377,49","42,13","59,35","2,62","0,67",0,100,240,"43,33","210,35"
261270,14137,7341,2283,2199,"49,76","288,3","152,15","162,47","275,34","273,82","5,39",3556,"159,46","1,01",2296,"2,1","110539,71","97,44","53,78","94,98","137,62","2,68","1,6","19,84","61,08",100,"1,86","97,32","27,46","64,43","13,89","22,25","26,56","23,87","21,57","34,53","13,34",0,"37,05","93,65","0,44","0,44","42,57","6,91","145,62","57,43","51,93","0,55","0,43","7,3","114,17",240,"83,96","1415,26"
260775,26651,15767,4579,3781,"44,97","1117,99","432,74","528,81","576,21","1082,79","52,78",15767,"2763,64","1,04","3122,67","2,61","147386,27","84,06","40,62","96,85","145,83","45,91","3,74","8,54","93,47","76,76","2,27","54,09","11,92","59,59","10,07","25,12","1,47","7,07","16,9","42,15","30,09",0,"11,87","81,83","0,33","0,33","50,36","32,68","326,03","49,64","59,16","2,47","0,14","3,96","87,07",240,"148,18","1204,87"
261255,14477,5428,1683,1525,"31,76","180,8","89,65","99,51","155,02","177,23","2,75",2410,"382,85",1,668,"4,46","88431,76",92,"50,35","98,03","91,2","12,93","4,7","18,02","50,58",100,"3,92","87,07","13,23","96,42","35,06","65,96","91,64","3,68","36,36","68,4","17,9",0,"3,82","90,09","1,5","1,5","44,11","6,78","128,96","55,89","37,49","2,12","0,28","29,86",120,240,"47,5","354,78"
260630,7486,4311,1167,932,"44,92","174,13","88,08","116,51","152,03","171,9","1,26",3471,"479,33","1,05",1203,"2,3","110539,71","81,73","50,95","98,72","154,39","12,06","1,87","22,07","75,31",100,"1,97","87,94","6,9","55,48","20,48","38,32","30,29","5,57","36,92","69,07","3,48",0,"10,05","75,6","0,87","0,87","32,6","5,75","134,68","67,4","57,59","2,75","0,02","12,12",110,240,"113,72","612,84"
261060,56506,34543,10059,8206,"87,07","2194,33","826,96","999,59","1206,19","2191,59","99,12",34543,"2273,25","1,02","333,2","6,9","92116,42","83,44","39,47","99,88","57,79","42,43","65,2","7,78","79,47","86,41","6,49","57,57","17,58","162,67","57,42","124,8","1,54","24,14","35,3","76,72","2,37",0,"14,84","82,73","3,06","3,06","52,29","34,91","306,06","47,71","61,13","1,04","0,08","29,81","105,16",240,"53,92","150,42"
260490,10906,7078,2247,1941,"25,94","356,9","208,98","248,22","321,61","356,9","3,21",5102,"454,02","1,03","185,04","5,81","104647,65","87,42","59,09",100,"47,23","9,07","13,14","8,98","96,25",100,"5,55","90,93","23,98","202,41","148,35","155,89","3,11","33,48","73,29","77,02","1,66",0,"16,54","84,19","5,57","5,57","29,82","11,82","128,71","70,18","64,9","1,27","0,07","0,7","119,17",240,"38,76","170,91"
261610,9534,9534,2751,2174,"26,55","581,23","206,13",274,"345,96","581,23","9,31",2807,"2329,26",1,1824,"1,55","147386,27","79,36","36,04",100,"190,82","39,51","2,07","8,56","78,82",100,"1,29","60,49","14,82","43,71","21,66","29,94","30,4","0,34","49,55","68,49","8,41",0,"0,78","75,23","0,55","0,55","52,09","31,11","299,2","47,91",100,"4,01","0,02","0,21",100,240,"121,37","1315,66"
420570,23078,21895,10406,10403,"123,12","2021,41","1181,49","1366,17","1935,11","1549,75",0,19492,"1124,57","1,22","511,53","4,49","127534,15","99,28","54,41","71,36","124,15","10,89","31,84","11,02","173,49",100,"3,54","89,11","1,9","63,4","28,94","37,61","39,09","7,64","45,64","59,32","10,03","1,97","12,05","86,49","2,39","2,39","37,09","18,13","215,28","62,91","94,87","0,52","0,61","12,25","208,33","261,12","92,72","321,9"
520017,5735,2315,1452,1446,"15,49","185,87","141,75","142,27","141,77","185,79","1,62",2315,"128,81","1,03","496,33","6,19","96270,54","99,79","76,93","99,96","105,85","23,06","3,41","10,67","173,89","96,14","5,45","76,94","-0,48","83,18","31,09","35,36",0,"27,81","37,37","42,51","12,4","0,42","33,43","99,63","2,08","2,08","22,78","7,43","79,87","77,22","40,37","0,69","0,74","0,76","133,92","283,15",117,"421,96"
520396,3292,1922,938,929,"13,15","161,71","88,06","89,08","88,96","161,71","1,41",1869,"150,38","1,02",158,"15,74","138843,38","99,52","54,93",100,"40,08","44,5","6,7","13,57","135,32",100,"14,28","55,5","7,97","226,33","148,38","165,7",0,"30,78","65,56","73,21","9,01","0,15","13,6","98,85","6,46","6,46","44,43","14,84","209,92","55,57","58,38","0,93","0,76","0,67","131,58","284,55","40,37","138,72"
500348,11385,5117,2542,2540,"50,08","453,59","310,14","310,48","404,59","453,59","0,03",5117,"207,46","1,01","508,3","4,55","145307,56","99,9","68,38",100,"114,96","10,8","7,18","16,23","167,32","98,99","3,65","89,2","1,36","69,65","34,31","49,28","0,46",6,"49,26","70,76","10,07","0,41","8,61","99,89","1,99","1,99","31,55","7,85","156,24","68,45","44,95","0,46","0,72",0,"112,04","285,52","135,92","349,34"
522157,2854,1445,954,898,"21,62","119,56","87,61","88,49","90,14","119,56","1,01",1425,106,"1,02","383,8","10,57","152972,95","74,63","73,9",100,"58,12","23,96","3,91","21,25","173,98",100,"9,77","76,04","-0,31","158,98","69,04","108,01",0,"27,72","43,43","67,94","8,71","0,11","17,43","99,01","2,65","2,65","25,36","3,99","87,24","74,64","50,63","0,89","0,72","1,58","96,93","287,84","62,45","241,36"
500625,3814,2033,1288,1288,"20,15","196,72","181,35","181,48","217,9","196,72","0,13",2033,"129,48","1,03","441,17","4,43","120333,54",100,"92,25",100,"115,93","-10,84","4,2","12,92","239,16","98,98","3,37","110,84","0,62","65,52","32,23","45,12","2,1","5,36","49,19","68,87","11,63","0,45","8,18","99,93","2,33","2,33","7,69","2,05","32,2","92,31","53,3","0,66","0,66",0,100,"342,36","140,9","306,03"
500525,7341,3064,1203,1203,"18,44","264,1","178,48","178,62","210,95","264,1","0,19",3064,"259,39","1,03","300,37","5,27","100801,62",100,"67,63",100,"103,03","20,07","5,87","13,7","160,53",99,"4,43","79,93","0,98","81,55","35,22","51,68","1,93","7,34","43,19","63,37","17,97","0,35",9,"99,92","3,44","3,44","32,32","12,79","201,09","67,68","41,74","0,98","0,65",0,"113,54","345,91","116,98","197,98"
291100,10629,8623,2856,2761,"29,67","742,75","240,47","652,95","298,98","742,75","13,8",7322,"364,77","1,01","479,67","9,71","172518,72","96,36","71,19",100,"53,62","58,98","8,47","9,28","83,24",100,"6,87","41,02","14,27","132,02","66,5","93,88","1,39","14,09","50,37","71,11","5,12","5,79","10,67","91,86","2,11","2,11","10,43","7,02","73,3","89,57","81,13","0,49","0,29","11,39","123,25","0,24","65,13","335,35"
291160,20722,15593,5137,5137,"77,86","1504,63","442,56","1271,91","537,71","1548,28","47,39",7483,"1336,48","1,02","941,91","5,83","141175,07",100,"65,75",100,"87,5","64,17","8,95","12,83","77,97","96,49","4,36","35,83","3,47","85,44","28,28","46,04","8,9","9,51","33,1","53,88","14,09","7,34","11,13","99,65","1,08","1,08","15,26","8,06","123,53","84,74","75,25","0,86","0,25","1,08","93,9","0,26","106,17","567,29"
431380,7057,5439,1978,1978,"70,4","714,29","227,88","484,83","227,1","458,7","0,03",3460,1115,"1,3","194,73","24,65","260392,46",100,"49,68","44,1","38,14","68,24","13,17","34,4","114,86",100,"22,35","31,76","5,73","237,75","158,54","160,59","0,53","37,99","66,69","67,55","13,05","0,78","15,98","99,76","6,67","6,67","32,2","8,96","323,48","67,8","77,07","1,56","0,59","0,16","105,13","0,28","40,22","148,09"
290870,17247,9928,3460,3460,"61,03","824,83","313,4","776,06","374,9","824,83","5,94",7616,"877,89","1,05",1415,"4,82","146602,43",100,"87,97",100,"107,45","54,22","5,81","16,25","88,7",100,"4,22","45,78","4,01","81,57","18,89","43,9","1,39","8,05","23,16","53,82","17,4","7,08","9,86",100,"0,74","0,74","5,23","1,92","34,93","94,77","57,56","1,06","0,31","2,07","104,69","0,39","116,93","578,34"
420760,4446,3031,1040,1040,"26,92","602,9","124,18","499,98","169,76","599,93","37,31",2359,"242,84","1,18",487,"5,25","137296,94","99,27","64,13","98,71","100,05","69,99","3,06","23,67","116,38",100,"4,2","30,01","1,15","79,84","38,46","47,11","113,42","5,17","48,17",59,"17,92","3,73","6,47","96,99","2,42","2,42","11,6","6,68","173,93","88,4","68,17","0,4","0,53","0,87","96,48","19,04","50,51","337,54"
421280,23147,23147,10985,10985,"107,51","4614,94","1367,86","3811,36","2164,46","3851,74","0,6",21008,"1334,41","1,31","435,78","6,92","165811,5","99,4","58,87","67,16","103,55","53,09","39,6","9,22","182,47",100,"5,71","46,91","9,92","79,72","34,74","42,34","19,01","7,08","43,58","53,11","11,04","14,61","8,88","89,96","3,01","3,01","17,4","20,79","203,62","82,6",100,"0,29","1,02","7,68","109,22","196,58","109,09","272,82"
230590,38166,37000,12750,11656,450,3555,1220,3355,1706,1050,,18000,4500,"1,01","713,06","1,41","61918,89","91,42","34,32","29,54","146,94","52,01","24,98","26,39","248,43","97,27","1,38","47,99","1,16","66,29","31,44","43,62","5,74","2,9","47,42","65,8","25,9","1,99","4,38","36,36","1,41","1,41","5,63","1,22","42,98","94,37","96,94","1,27","0,14","3,18","142,67","0,87","143,06","510,47"
410120,18980,18970,6529,6529,"116,7",1960,778,778,1050,1948,,15995,1060,1,"203,34","4,65","68401,28",100,"39,69","99,39","97,58","46,43","40,86","11,88","112,24","99,11","4,43","53,57","-3,15","97,74","45,99","58,72","1,5","20,61","47,05","60,08","16,15","1,58","21,08",100,"4,92","4,92","60,31","27,93","497,67","39,69","99,95","0,54","0,71",100,100,"1,7","108,14","159,24"
330540,18228,13805,4789,4788,61,1923,931,"1019,17",954,342,,13805,718,"1,14","637,41","3,11","175783,6","99,88",49,"16,79","176,33","50,39","9,79","11,23","187,28",100,"2,34","49,61","14,74","42,72","28,58","32,91","0,48","1,23","66,9","77,04","13,35","2,02","2,89","93,46","1,79","1,79",47,"40,59","520,71",53,"75,74","0,37","0,42","45,15","102,81",24,"193,05","485,87"
250960,4816,3210,1025,1000,"13,89","185,35","63,7","78,07","113,2","185,35","9,27",2672,"59,23","1,01","330,33","6,97","159989,84","88,65","36,18",100,"64,87","35,71","3,87","10,11","69,66",100,"6,36","64,29","0,16","140,85","93,84","121,03","14,3","5,4","66,62","85,93","1,85","0,3","3,84","81,59","3,05","3,05","55,66","20,22","273,44","44,34","66,65","0,32","0,23","4,96",100,"0,03","67,26","253,78"
292270,16462,7326,2711,2711,"29,72","340,04","238,01","238,27","285,9","340,04","0,57",6749,"165,53","1,03","1095,6","5,34","238316,55","99,98","70,15",100,"94,16","15,78","3,87","9,94","89,47",100,"4,5","84,22","11,71","89,46","41,46","64,19","1,43","9,58","46,35","71,75","4,74","2,01","10,71","99,97","0,94","0,94","29,81","9,33","104,08","70,19","44,5","0,49","0,37","3,86","107,99","0,1","97,97","688,3"
291290,15312,13418,5193,5193,"50,97","606,02","448,21","448,21","547,11","558,93","1,3",12725,"830,04","1,02","1180,11","5,54","174656,19",100,"74,12","92,23","93,54","9,53","8,55","8,21","90,6",100,"4,71","90,47","0,67","90,81","27,71","52,67","1,5","8,55","30,51",58,"9,87","12,14","9,42",100,"0,87","0,87","25,88","8,41","82,76","74,12","87,63","1,37","0,31","0,76","98,5","0,12","107,7","605,67"
291790,10709,5688,1797,1779,"18,06","220,31","161,01","165,3","193,87","208,33","1,52",5688,"329,77","1,01","1208,33","5,86","163397,64","98,52","73,59","94,56","71,24","11,39","3,06",8,"78,93","89,27","4,78","88,61","5,8","114,52","30,3","61,73","1,85","13,76","26,46","53,91","16,45","3,21","12,02","97,4","0,83","0,83","24,45","8,44","81,57","75,55","53,11","1,5","0,46","1,52","82,5","0,12","82,33","587,86"
292360,21607,21607,7286,7286,"177,7","1048,04","749,35","749,37","861,84","1048,04","50,87",10318,"2466,02","1,06","1184,31","4,6","164151,65",100,"75,15",100,"110,48","13,57",12,"21,48","95,21",100,"3,91","86,43","5,77","76,85","24,34","44,93","1,33","10,78","31,68","58,46","13,24","1,18","14,03",100,"0,9","0,9","24,85","3,85","93,79","75,15",100,"2,35","0,18","0,18","106,01","0,13","121,86","603,42"
293130,17010,13066,3699,3698,"25,52","378,55","277,91","279,14","355,1","378,55","0,74",12683,"340,4","1,01",929,"5,67","186293,21","99,8","73,56",100,"85,67","6,01","6,36","5,86","58,24","96,33","4,86","93,99","5,53","100,05","43,2","68,65","1,68","9,17","43,18","68,62","5,98","3,85","9,17","99,56","1,09","1,09","26,12","10,71","73,35","73,88","76,81","0,9","0,3","0,57","105,06","0,13","93,47","579,78"
241475,4177,1439,381,381,"8,09","40,77","34,03","34,03","51,82","40,77","1,7",1311,"32,91",1,368,"3,93","118044,42",100,"87,1",100,"111,47","-32,63","1,06","12,96","68,53",100,"3,55","132,63","10,6","81,18","52,02","55,3","2,22","4,26","64,08","68,12","10,6","3,05","5,24",100,"2,72","2,72","12,9","2,11","37,62","87,1","34,45","0,81","0,59",50,"31,67","0,13","110,79","345,26"
